images du futur,suuns,5.0
passages into deformity,defeated sanity,7.2
woman,rhye,8.5
laid out ep,shlohmo,8.0
the beast in its tracks,josh ritter,6.8
hi beams,javelin,4.8
needs continuum,karen gwyer,6.7
wondrous bughouse,youth lagoon,8.7
trust ep,gold panda,7.0
untogether,blue hawaii,7.1
hymnal,benot pioulard,6.7
askel lhempn saatanaa,horna,6.5
chelsea light moving,chelsea light moving,6.8
somewhere else,sally shapiro,6.9
cyclopean ep,cyclopean,7.1
die zauberhafte welt der anderen,voigt & voigt,5.6
les revenants,mogwai,7.6
the luca brasi story,kevin gates,8.0
hello ep,mozarts sister,7.4
homosapien,pvt,5.9
privilege,parenthetical girls,6.5
lesser evil,doldrums,8.0
outrun,kavinsky,6.3
the complete recorded works in chronological order volume 1,the mississippi sheiks,6.5
an a.merican d.ream,vietnam,4.7
heliosphere,benjamin damage,6.0
anxiety,autre ne veut,8.5
through the window,prurient,7.4
optica,shout out louds,5.8
total folklore,dan friel,7.7
void,destruction unit,6.4
amok,atoms for peace,6.9
miracle temple,mount moriah,7.8
new jet city,curren$y,6.9
the underground resistance,darkthrone,7.4
velvet changes,dog bite,4.6
jamie lidell,jamie lidell,5.6
the marriage of true minds,matmos,7.5
flume,flume,7.4
saal,serengeti,6.3
rough carpenters,black twig pickers,7.4
for professional use only,araabmuzik,7.2
vexovoid,portal,8.0
duflocka rant 2,waka flocka flame,7.1
house of woo,maxmillion dunbar,7.8
the best of the howling hex,the howling hex,6.1
the messenger,johnny marr,6.3
wrath of caine,pusha t,7.2
iii,eat skull,7.4
island universe,feeding people,5.9
exai,autechre,5.9
like rats,mark kozelek,6.7
no world,inc.,7.0
one track mind,psychic ills,6.0
vol. 5,dur-dur band,7.7
you're nothing,iceage,8.6
clash the truth,beach fossils,5.8
moon b,moon b,7.5
long island,endless boogie,6.6
miracle mile,strfkr,5.2
push the sky away,nick cave & the bad seeds,8.0
chalk tape,screaming females,7.9
lauschen,qluster,6.5
companion,companion,6.5
songs for imaginative people,darwin deez,5.0
19,kool a.d.,7.9
everybody on my dick like they supposed to be,paul banks,2.0
odd furniture ep,salva,7.3
spectral park,spectral park,6.9
dreaming in key,applescal,7.6
night slugs: allstars volume 2,various artists,8.0
no elephants,lisa germano,6.3
round 3: the knockout,sasha go hard,6.6
all my love in half light,lady lazarus,7.8
cool cocoon,the spinto band,7.6
holy fire,foals,7.6
indigoism,the underachievers,8.0
waiting for something to happen,veronica falls,7.5
the sundown song,clogs,6.8
confrontations,umberto,6.4
honeys,pissed jeans,8.1
a long way to fall,ulrich schnauss,4.3
no beginning no end,jos james,7.4
ii,k-x-p,7.0
vertikal,cult of luna,6.8
rumours,fleetwood mac,10.0
news from nowhere,darkstar,7.0
fly zone,le1f,7.8
us alone,hayden,5.7
got me so ep,xxxy,6.7
pedestrian verse,frightened rabbit,7.6
the jazz age,bryan ferry,7.4
the eulogy,cakes da killa,7.5
cabinet of curiosities,jacco gardner,7.2
last,little wings,6.9
m b v,my bloody valentine,9.1
stones throw & leaving records: dual form,various artists,7.0
country sleep,night beds,7.7
wraetlic,wraetlic,6.1
sugarglider,renny wilson,6.2
ii,unknown mortal orchestra,7.3
silver cloud ep,actress,7.7
out of view,the history of apple pie,6.7
artist proof,chris darrow,8.2
100 records vol. 3,sonny smith,7.4
regions of light and sound of god,jim james,7.8
we the common,thao & the get down stay down,7.5
oddfellows,tomahawk,6.8
in guards we trust,guards,5.9
baphometic chaosium,lightning swords of death,7.8
the man who died in his boat,grouper,8.3
0181,four tet,7.3
no thrills,amateur best,7.5
slime flu 3,vado,7.0
cold war,la big vic,7.4
the house at sea,amor de das,6.8
somewhere else,indians,7.6
adam green & binki shapiro,adam green & binki shapiro,6.7
elliphant ep,elliphant,7.4
broken english: deluxe edition,marianne faithfull,8.7
down by the racetrack ep,guided by voices,7.0
a breathtaking trip to that otherside,alexander spit,7.2
tastes the broom,happy jawbone family band,7.6
soft opening,pearl necklace,5.6
the flower lane,ducktails,7.1
lost jewlry,raekwon,6.0
general dome,buke and gase,7.0
la busta gialla,il sogno del marinaio,5.7
send a prayer ep,motor city drum ensemble,7.1
hummingbird,local natives,8.1
heartthrob,tegan and sara,7.3
d.a.i.s.y. rage ep,kitty,6.9
eight,radar brothers,6.0
pillowfight,pillowfight,3.9
f.b.g.,future,7.6
fidlar,fidlar,7.0
home,nosaj thing,7.8
the flower of life,cocaine 80s,7.5
repeat,wimps,6.0
wolf's law,the joy formidable,7.2
torres,torres,8.1
candela,mice parade,4.8
hardcourage,faltydl,7.8
burnt up on re-entry,boduf songs,7.4
illmatic,nas,10.0
christopher,the ruby suns,5.8
goldenheart,dawn richard,7.3
b.m.w. ep,spaceghostpurrp,5.4
fabriclive 67,ben ufo,7.8
we are the 21st century ambassadors of peace & magic,foxygen,8.4
sometimes good weather follows bad people,califone,8.0
true hallucinations,ex cops,7.8
yeah right,bleeding rainbow,6.0
wash the sins not only the face,esben and the witch,5.8
anything in return,toro y moi,7.9
centralia,mountains,8.1
beta love,ra ra riot,5.2
oak island,nightlands,7.7
live,sbtrkt,5.5
the traditional fools,the traditional fools,7.9
folarin,wale,6.9
reasons to live,hilly eye,6.1
a wonder working stone,alasdair roberts & friends,7.2
lost sirens,new order,6.8
la costa perdida,camper van beethoven,6.3
almanac,widowspeak,7.3
brokeback and the black rock,brokeback,6.4
arc,everything everything,7.6
donuts (45 box set),j dilla,10.0
california x,california x,7.8
love sign,free energy,3.6
millionaire dreamzzz,mouse on tha track,7.6
out of touch in the wild,dutch uncles,7.3
lysandre,christopher owens,6.5
3,retribution gospel choir,7.5
it's tha world,jeezy,7.4
mystical weapons,mystical weapons,7.0
coming out of the fog,arbouretum,6.9
fade,yo la tengo,8.1
light up gold,parquet courts,8.0
in focus?,shugo tokumaru,7.6
{awayland},villagers,5.5
mandatory brunch meetings,meyhem lauren,5.2
rifts,oneohtrix point never,8.7
selling my soul,masta killa,5.2
opus 2,ethernet,6.0
return of the savage,dj nature,7.4
the ballasted orchestra,stars of the lid,8.5
tales from beyond the tone arm,frankie knuckles,6.2
out of it and into it ,tall firs,6.4
the island come true,l. pierre,7.1
bivouac,jawbreaker,8.8
elements of light,pantha du prince & the bell laboratory,7.0
peep: the aprocalypse,pro era,6.9
loyal,heathered pearls,6.5
container ships,kowloon walled city,6.4
trouble man: heavy is the head,t.i.,5.0
blood oaths of the new blues,wooden wand,7.9
l.i.e.s. presents: american noise,various artists,8.1
everything touching,tall ships,6.0
django unchained ost,various artists,5.8
l.a.m.f.: definitive edition,the heartbreakers,8.4
music from the film hey badfinger,roy montgomery,6.2
billow observatory,billow observatory,6.0
persuasive barrier,three legged race,7.6
truant / rough sleeper,burial,8.4
chimerization,florian hecker,7.8
tropical psychedelics,secret circuit,7.6
silent congas,larry gus,5.8
man chest hair,various artists,7.1
berberian sound studio: original motion picture soundtrack,broadcast,7.4
bodily functions,herbert,8.7
whiteout ep,dawn richard,6.7
drilluminati,king louie,6.8
vanquish in vengeance,incantation,7.8
longlivea$ap,a$ap rocky,8.5
loosies,various artists,6.6
nayim from the halfway line,alexis taylor,6.3
the paranormal soul,legowelt,6.9
finding comfort in overwhelming negativity,theologian,7.4
finally rich,chief keef,7.5
tuna melt ep,a-trak,7.5
orbits,starkey,8.0
living with ghosts,sigha,6.8
taco leg,taco leg,6.0
o.n.i.f.c.,wiz khalifa,4.8
danger ep,katy b,7.8
straight like that 3,rich kidz,6.0
damned revolutions,gate,7.3
longing,bell witch,8.0
voodoo,dangelo,10.0
worship is the cleansing of the imagination,jk flesh / prurient,8.0
jesus piece,the game,6.0
wish,window twins,6.2
the narcissist ii,dean blunt,5.4
bastards,bjrk,5.2
at the bbc,amy winehouse,3.1
life ain't no joke,lil durk,6.5
wild songs,estasy,6.9
real colors of the physical world,raglani,7.7
vicious lies and dangerous rumors,big boi,6.1
lucifer in dub,peaking lights,6.6
the jazz workshop concerts 196465,charles mingus,8.4
lp,container,7.4
persistent malaise,cold pumas,7.4
duality,captain murphy,8.0
the mystery of heaven,jozef van wissem & jim jarmusch,6.4
love deluxe,the rosebuds,6.0
ten,girls aloud,7.0
prison to prison ep,starred,6.8
grace/confusion,memory tapes,6.2
casino classics,saint etienne,7.2
turns turns turns ep,majical cloudz,7.6
stubborn heart,stubborn heart,5.8
satanic blood,von,5.0
mellon collie and the infinite sadness,the smashing pumpkins,9.3
demos,sharon van etten,7.1
tiga non stop,tiga,7.3
roomful of teeth,roomful of teeth,7.0
greatest of deceivers,nidingr,5.7
turn on the bright lights: the tenth anniversary edition,interpol,9.5
girl on fire,alicia keys,7.1
wu-block,wu-block,6.5
night has a thousand screams,umberto,6.1
...and don't deliver us from evil,forgotten tomb,7.5
bish bosch,scott walker,8.0
super ultra,charli xcx,5.0
black mamba,cut hands,6.8
on triple beams,tyvek,8.0
widowmaker,dragged into sunlight,6.2
blue lines,massive attack,9.0
the crystal ark,the crystal ark,5.6
the allah-las,allah-las,6.9
desertshore/the final report,x-tg,7.8
mac & cheese 3,french montana,5.4
drones,nico muhly,7.1
dagdrm,nadja,7.8
hemlock recordings: chapter one,various artists,7.0
bikini kill ep,bikini kill,8.7
into the future,bad brains,5.9
liquid ep,boody & le1f,7.1
mirror maru,cashmere cat,7.6
ex-cult,ex-cult,6.9
true,solange,7.8
a wrenched virile lore,mogwai,7.0
sushi,james ferraro,7.2
more for the masses,the people's temple,6.8
unapologetic,rihanna,4.5
black pleasure,cities aviv,6.1
jummy,gerry read,8.0
a world out of time,eternal tapestry,7.0
suffocating in the swarm of crane,downfall of gaia,6.5
chocomel daze (live 1987),dinosaur jr.,4.5
reloaded,roc marciano,8.1
wiki93 ep,ratking,5.8
quarter turns over a living line,raime,7.2
off/on,forma,6.7
the velvet underground & nico 45th anniversary [super deluxe],the velvet underground,9.0
movement,holly herndon,8.1
wild water kingdom,heems,7.2
jessica pratt,jessica pratt,7.5
we don't even live here,p.o.s.,5.7
the disintegration loops,william basinski,10.0
rare chandeliers,action bronson,7.2
the odds,the evens,8.0
pale fire,el perro del mar,6.0
sequitur,steve hauschildt,6.6
king animal,soundgarden,5.9
cosmic angel: the illuminati prince/ss,mykki blanco,6.8
relief,kevin drumm,7.7
growing seeds,lust for youth,7.0
go easy,blank realm,7.3
an omen ep,how to destroy angels_,6.5
temporal,isis,6.7
our house on the hill,the babies,7.8
diamond in the ruff,freeway,5.3
lonely at the top,lukid,8.0
silver & gold,sufjan stevens,7.8
a list of the burning mountains,oneida,7.2
put your sad down ep,school of seven bells,6.3
the moena lisa,davinci,7.1
nebula dance,ital tek,7.8
trilogy,the weeknd,8.5
mark kozelek: on tour: a documentary - the soundtrack,mark kozelek,6.0
dream on,ital,7.4
power and passion,mr. muthafuckin exquire,5.4
pro style ep,pete swanson,7.9
(iii),crystal castles,8.0
the bears for lunch,guided by voices,7.3
at the down-turned jagged rim of the sky,jessica bailiff,7.5
mad music,mad music inc.,6.9
the studio albums 1968-1979,joni mitchell,8.0
top 10 hits of the end of the world,prince rama,6.8
lights out,graveyard,7.0
information age,dead prez,3.4
alone together,karriem riggins,7.8
the man with the iron fists ost,various artists,7.4
smalhans,lindstrm,7.6
ark,halls,7.2
release,pangaea,7.7
vanitas,anaal nathrakh,7.0
free reign,clinic,7.1
trap god,gucci mane,7.2
rave age,vitalic,4.7
the vermilion border,viv albertine,7.2
desert strike ep,fatima al qadiri,7.9
lux,brian eno,8.0
wow,mouse on mars,7.0
too late (box set),trop tard,6.1
black prince fury,anna meredith,7.2
red horse,early graves,7.4
about to die ep,dirty projectors,7.3
just to feel anything,emeralds,5.9
burning daylight,king dude,6.9
behind the mirror,outer minds,6.7
lovelessness,bison b.c.,7.2
classick,angel haze,7.6
zeros,the soft moon,7.0
la-di-da recordings,dreamscape,8.1
ritual of passing,atriarch,7.6
people get ready,people get ready,6.3
hands of glory,andrew bird,7.3
sorry to bother you,the coup,7.2
come home to mama,martha wainwright,7.5
tinsel and lights,tracey thorn,6.2
order of noise,vessel,7.0
2,mac demarco,8.2
dreams and nightmares,meek mill,7.4
mantasy,michael mayer,7.0
good don't sleep,egyptian hip hop,7.5
eternal champ,sweet valley,6.6
bossalinis & fooliyones,main attrakionz,7.1
prins thomas 2,prins thomas,6.3
landing on a hundred,cody chesnutt,6.9
explore,grmln,6.5
luxury problems,andy stott,8.7
honor found in decay,neurosis,7.9
 matricidal sons of bitches,matthew friedberger,4.9
young hunger,chad valley,7.0
free dimensional,diamond rings,5.8
banks,paul banks,5.8
cobra juicy,black moth super rainbow,7.6
world music,goat,8.1
animator,the luyas,5.9
lost songs,...and you will know us by the trail of dead,8.0
lightning,matt & kim,5.1
little sleepwalker,born gold,5.7
who needs who,dark dark dark,7.4
agnus dei,the secret,7.4
local business,titus andronicus,7.0
the expanding universe,laurie spiegel,8.5
halcyon,ellie goulding,6.6
so many days,julie doiron,7.4
beyul,yakuza,7.0
peter buck,peter buck,6.8
mars,sinkane,7.0
gem,u.s. girls,7.7
i begin,god seed,7.1
the haunted man,bat for lashes,8.4
dj-kicks,hercules and love affair,7.0
book burner,pig destroyer,8.0
sunshine,talk normal,7.7
ornamented walls,vatican shadow,7.4
ghost ep,sky ferreira,7.0
autumn bird songs,jason molina,7.1
negroes on ice,prince paul,6.5
over & over ep,times new viking,6.9
furniture,race horses,7.0
rework: philip glass remixed,philip glass,6.5
cee lo's magic moment,cee-lo green,5.9
dept. of disappearance,jason lytle,5.9
the feeling,naomi punk,7.6
zodiac ep,zodiac,6.8
information retrieved,pinback,6.8
the iconic ep,icona pop,7.5
tragicomedies,rudi zygadlo,7.5
unknown rooms: a collection of acoustic songs,chelsea wolfe,7.7
untogether,letting up despite great faults,6.0
jiaolong,daphni,7.5
daughter of cloud,of montreal,5.8
tender new signs,tamaryn,7.5
stunt rhythms,two fingers,5.6
system preferences,earlimart,5.7
allelujah! don't bend! ascend!,godspeed you! black emperor,9.3
former lives,ben gibbard,6.0
the ganzfeld ep,matmos,6.4
ralph lauren reefa,young dro,7.8
w^w^^w^w,car bomb,7.6
all we love we leave behind,converge,8.6
numbers,mellowhype,6.7
ye are gods,sabbath assembly,7.6
i love grime,various artists,7.0
no can do,ladyhawk,7.5
119,trash talk,7.4
accelerator,royal trux,8.8
commercial music,fabulous diamonds,6.5
colored emotions,night moves,6.7
the killer,shed,7.4
metz,metz,8.5
shut down the streets,a.c. newman,6.8
cokefloat!,paws,7.1
rinse presents: royal-t,royal-t,7.2
elemental themes,chrome canyon,6.3
twins,ty segall,8.0
lonesome dreams,lord huron,5.6
embers and revelations,weapon,7.8
assimilating the shadow,ricardo donoso,7.6
lonerism,tame impala,9.0
shifty adventures in nookie wood,john cale,6.0
first of a living breed,homeboy sandman,7.1
maserati vii,maserati,7.7
it's cosy inside,woo,7.8
no love deep web,death grips,8.2
other worlds,taken by trees,7.6
music is painting in the air,sensations' fix,7.8
candy bar creep show,ms mr,7.4
formerly extinct,rangda,7.9
kaleidoscope dream,miguel,8.4
baby face killa,freddie gibbs,8.2
alight in ashes,menace ruine,7.7
space zone,young smoke,7.0
falling,seapony,6.6
ultrasta,ultrasta,6.4
sugaring season,beth orton,7.7
soft fall,sun airway,7.3
circles,moon duo,7.6
vent,sarin smoke,7.1
transcendental youth,the mountain goats,7.8
the 2nd law,muse,5.5
play...,field music,6.8
the dark crawler,terror danjah,5.7
feat,the hood internet,3.0
until the quiet comes,flying lotus,8.5
sundark and riverlight,patrick wolf,6.8
don't be a stranger,mark eitzel,7.4
heavy mood,tilly and the wall,5.9
the weird weeds,weird weeds,7.5
yokokimthurston,yoko ono / kim gordon / thurston moore,5.0
777: cosmosophy,blut aus nord,8.5
an awesome wave,alt-j,4.8
look a little closer,levek,6.0
architecture of loss,valgeir sigursson,7.0
food & liquor ii: the great american rap album pt. 1,lupe fiasco,6.8
state hospital ep,frightened rabbit,6.1
sundowning,n sensae,8.0
deer creek canyon,sera cahoone,7.8
occult rock,aluk todolo,7.7
oblivion hunter ep,lightning bolt,7.2
salute me or shoot me 4: banned from america,waka flocka flame,6.7
overgrown path,chris cohen,7.6
techno primitivism,juju & jordash,7.9
document,r.e.m.,8.2
elysium,pet shop boys,5.4
melody's echo chamber,melody's echo chamber,7.4
tempest,tussle,6.0
motor nighttime world 3,robert hood,7.3
end of daze ep,dum dum girls,8.3
dependent and happy,ricardo villalobos,8.2
mala in cuba,mala,6.6
riitiir,enslaved,6.4
strapped,the soft pack,6.8
i bet on sky,dinosaur jr.,7.9
somethin 'bout kreay,kreayshawn,3.0
incorruptible heart,lavender diamond,7.0
piramida,efterklang,5.7
function falls,buke and gase,7.8
total loss,how to dress well,8.4
kin,iamamiwhoami,7.6
meat and bone,the jon spencer blues explosion,7.3
the sound of the life of the mind,ben folds five,3.5
the threnody of triumph,winterfylleth,7.9
mirage rock,band of horses,4.0
breakthrough,the gaslamp killer,7.7
mourning in america and dreaming in color,brother ali,7.9
look to the sky,james iha,2.9
sic alps,sic alps,7.8
cruel summer,g.o.o.d. music,6.5
bend beyond,woods,8.1
runner,the sea and cake,7.2
601 & snort,gunplay,6.2
effigies of evil,hooded menace,6.0
shields,grizzly bear,9.1
kill my blues,corin tucker band,6.5
the inner treaty,sun araw,7.0
ascent,six organs of admittance,7.5
algiers,calexico,7.3
held,holy other,8.0
palindrome hunches,neil halstead,7.1
no absolutes in human suffering,gaza,7.4
score: the complete sextet works 2002-2007,zs,7.8
tempest,bob dylan,6.8
moms,menomena,8.0
field report,field report,6.6
fantasm planes,clark,4.8
butter,turbo fruits,5.3
putrifiers ii,thee oh sees,8.1
half way home,angel olsen,8.0
observator,the raveonettes,5.6
mary's voice,the music tapes,7.1
the predicting machine,john tejada,6.9
love will prevail,cult of youth,8.0
negotiations,the helio sequence,6.8
latenighttales,metronomy,5.8
bootlegs,sondre lerche,6.0
coexist,the xx,7.5
dedication 4,lil wayne,5.0
for my parents,mono,5.4
the carpenter,the avett brothers,6.5
come of age,the vaccines,4.2
i know what love isn't,jens lekman,7.7
heat lightning rumbles in the distance,patterson hood,6.5
tracer,teengirl fantasy,7.0
sebenza,lv,8.0
sentielle objectif actualite,mark fell,7.5
ocean roar,mount eerie,8.1
silver age,bob mould,7.6
feed me diamonds,mndr,7.1
last words,ryan hemsworth,7.7
in limbo,teen,6.2
sun,cat power,7.9
lords never worry,a$ap mob,4.9
long slow dance,the fresh & onlys,7.6
the garden of joy and the well of loneliness,lace curtains,7.5
will happiness find me?,maria minerva,6.9
centipede hz,animal collective,7.4
breakup song,deerhoof,7.2
the north,stars,6.7
the orbserver in the star house,the orb,6.8
the bloom and the blight,two gallants,5.5
i get wet,andrew w.k.,8.6
dde,xxl,6.7
django django,django django,7.2
serpentine path,serpentine path,7.4
verdonkermaan,nihill,7.5
america,dan deacon,7.1
lo fi high fives... a kind of best of...,r. stevie moore,7.4
give me my flowers while i can still smell them,blu & exile,6.8
respect the fly shit,meyhem lauren,6.0
sagittarian domain,oren ambarchi,7.3
pink,four tet,8.2
key to the kuffs,jj doom,7.3
believe you me,ombre,7.1
positive force,delicate steve,7.6
one plus one,harry pussy,7.9
nocturne,wild nothing,8.3
beams,matthew dear,7.3
years past matter,krallice,8.2
based on a t.r.u. story,2 chainz,4.5
temporary room,stagnant pools,6.8
the seer,swans,9.0
a thing called divine fits,divine fits,7.6
this time,beanie sigel,6.0
steam days,nathan fake,6.2
poor moon,poor moon,5.9
mature themes,ariel pink's haunted graffiti,8.5
life is people,bill fay,8.0
occasion for song,the black swans,7.6
takin' the time,carol kleyn,7.4
enjoy it while it lasts,spector,2.6
parklive,blur,8.5
researching the blues,redd kross,7.1
electric hawaii,opossom,6.1
hasta la muerte,xibalba,7.0
how to live with a phantom,shintaro sakamoto,7.4
devotion,jessie ware,8.5
going blank again,ride,8.7
mungodelics,mungolian jet set,7.1
sounds of the syrian houran,dabke,7.4
big inner,matthew e. white,8.1
fragrant world,yeasayer,5.4
hot cakes,the darkness,5.2
afar,ice choir,7.3
see the world given to a one love entity,guardian alien,7.2
swearin',swearin,7.8
four,bloc party,4.9
melodica,blackalicious,7.5
obama basedgod,lil b,5.5
cid rim,cid rim,6.8
cold of ages,ash borer,8.0
just tell me that you want me: tribute to fleetwood mac,various artists,5.6
all the nations airports,archers of loaf,7.6
shake my head,spider bags,8.1
safe travels,jukebox the ghost,4.6
enterprising sidewalks,lorelei,6.8
the complete studio records 1972-1982,roxy music,9.5
pink keys,alice cohen,7.0
nicole and natalie,nina sky,6.4
fabriclive 64,oneman,8.0
en yay sah,janka nabay and the bubu gang,7.3
anastasis,dead can dance,8.0
instinct,niki and the dove,7.9
raw money raps,jeremiah jae,6.8
molecular genetics from the gold standard labs,the locust,5.8
nothing bad will ever happen,dignan porch,5.9
ii,nude beach,7.4
facedown ep,the 1975,6.2
ancient future,willits + sakamoto,6.3
333,hour of 13,6.6
sod in the seed,why?,5.2
tesco,wishmountain,6.3
wavelength,samara lubelski,6.9
of babalon,the howling wind,7.3
nocturama,nick cave & the bad seeds,7.0
now here's my plan ep,bonnie prince billy,6.8
tourist/sleeper,seams,7.1
forever so,husky,6.0
maps ep,three mile pilot,5.0
cut the world,antony and the johnsons,8.1
stay calm,sweet valley,6.1
i came from nothing 3,young thug,6.9
copenhagen dreams,jhann jhannsson,7.5
bubblegum graveyard,apache dropout,6.7
a dot in time,the books,8.4
aun,fennesz,7.2
funky was the state of affairs,fergus & geronimo,6.8
bricks in my backpack 3,troy ave,7.5
tropicalbacanal,bonde do rol,6.0
silencing machine,nachtmystium,8.0
antibalas,antibalas,7.5
looping state of mind remixe ep,the field,4.5
air texture vol. ii,various artists,7.6
intermezzo,sir richard bishop,7.4
graceland: 25th anniversary edition,paul simon,9.2
showtime,king l,7.5
holograms,holograms,7.1
on jones beach,glacial,8.0
atra mors,evoken,7.7
blur 21,blur,8.5
c.a.r.,serengeti,7.6
early birds,mm,5.2
reverence to stone,samothrace,8.2
le tridre fertile,pierre schaeffer,7.3
copper blue,sugar,8.9
do you know who i am?,sasha go hard,7.9
sorry,white lung,8.0
liquid swords: chess box deluxe edition,gza,10.0
playin' me,cooly g,8.0
advaitic songs,om,5.2
cellar door,idjut boys,7.3
regional surrealism,konx-om-pax,6.0
undersea,the antlers,8.1
reservation ep,angel haze,8.0
handwritten,the gaslight anthem,5.7
rebirth,jimmy cliff,7.5
white math / polymorph,blanck mass,7.4
tnght ep,tnght,8.5
never,micachu and the shapes,7.3
correct behavior,eternal summers,7.6
jared's lot,gary war,7.3
eremita,ihsahn,7.6
shrines,purity ring,8.4
major,fang island,6.9
silencio,laetitia sadier,6.8
tipped bowls,taragana pyjarama,7.5
in decay,com truise,5.6
gossamer,passion pit,8.4
fantasea,azealia banks,7.6
take the kids off broadway,foxygen,7.9
outsider/in: the collection,luke haines,7.2
country funk 1969-1975,various artists,8.4
life is good,nas,8.3
a collection of rarities and previously unreleased material,john maus,8.4
grace & lies,family band,7.5
exo,gatekeeper,5.8
icky blossoms,icky blossoms,6.6
pisces iscariot,the smashing pumpkins,8.1
mtmtmk,the very best,7.0
erika spring ep,erika spring,7.2
pacific standard time,poolside,6.1
strange passion: explorations in irish post punk 1980-83,various artists,6.7
yellow & green,baroness,8.5
woody at 100: the woody guthrie centennial collection,woody guthrie,8.5
hypnotic nights,jeff the brotherhood,7.0
i make lists ep,ikonika,7.8
idea of happiness,van she,6.1
channel orange,frank ocean,9.5
children of desire,merchandise,7.8
don't like,lil reese,7.4
wink with both eyes,blanche blanche blanche,7.7
faustian echoes ep,agalloch,6.5
unsound,mission of burma,7.7
live from the underground,big k.r.i.t.,7.1
drought ep,deathspell omega,6.7
russian roulette,various artists,6.8
latenighttales presents music for pleasure,tom findlay,6.4
skelethon,aesop rock,8.2
dj-kicks,digitalism,5.5
debo band,debo band,7.8
total dust,dusted,7.3
new memory,arrange,7.8
swing lo magellan,dirty projectors,8.8
julian plenti lives... ep,paul banks,5.2
deep time,deep time,7.7
eden,everything but the girl,7.0
the memories,the memories,7.4
confess,twin shadow,8.6
warm pulse ep,nguzunguzu,6.8
totally,jeans wilder,6.3
this ain't chicago: the underground sound of uk house and acid 1987-1991,various artists,7.7
whispers in the dark,supreme cuts,5.9
high summer ep,jj,6.5
song cycle,van dyke parks,9.0
tapes,foals,6.5
rebirth of detroit,various artists,6.5
iii,bosse-de-nage,7.9
write me back,r. kelly,6.5
mmg presents: self made 2,various artists,6.2
gentle stream,the amazing,7.3
meat mountain ep,a lull,6.3
mostly no,milk maid,6.8
the tarnished gold,beachwood sparks,7.7
dreamin' wild,donnie & joe emerson,8.0
standing at the sky's edge,richard hawley,5.1
holiday,port st. willow,7.8
staycations,kotki dwa,7.6
frigid stars,codeine,8.8
pop etc,pop etc,2.5
longtime companion,sonny and the sunsets,6.5
l'enfant sauvage,gojira,8.1
under the pale moon,wymond miles,7.2
class clown spots a ufo,guided by voices,7.0
haha i'm sorry ep,kitty pryde,6.0
trouble,totally enormous extinct dinosaurs,7.3
no,old man gloom,7.2
constantinople,ides of gemini,6.0
oshin,diiv,8.3
1999,joey bada$$,8.0
safety net ep,physical therapy,7.2
modeselektion vol. 02,modeselektor,6.0
everybody's got it easy but me,the intelligence,7.5
slaughterhouse,ty segall band,8.7
worship,a place to bury strangers,6.5
in motion #1,the cinematic orchestra,6.0
the thought adjusters,father yod and the source family,7.3
red night,the hundred in the hands,5.0
itunes session,bon iver,6.9
valley tangents,blues control,7.0
wild peace,echo lake,6.4
fmin,process of guilt,7.0
deep in the night ep,onra,6.7
early times,silver jews,7.1
the national health,maximo park,5.8
music for the quiet hour,shackleton,8.0
digital native,polysick,5.8
language,zulu winter,4.9
looking 4 myself,usher,7.6
dog in the fog ep,oneohtrix point never,6.8
bloodstreams,dz deathrays,7.4
falling off the sky,the db's,5.7
oceania,the smashing pumpkins,6.3
lucifer,peaking lights,7.9
life has not finished with me yet,piano magic,4.5
ruler of the night,magic trick,6.7
i like to keep myself in pain,kelly hogan,6.0
the idler wheel is wiser than the driver of the screw and whipping cords will serve you more than ropes will ever do,fiona apple,9.0
the lost tapes,can,7.1
walk on heads ep,lower,8.0
occlusions,keith fullerton whitman,6.7
cvi,royal thunder,7.0
express yourself ep,diplo,7.6
limbo,eric copeland,7.7
my god is blue,sbastien tellier,7.1
2:54,2:54,6.0
the warmest place,catcall,4.3
the bravest man in the universe,bobby womack,6.2
instrumental tape 2,clams casino,7.9
negaverse,no joy,6.9
into the lair of the sun god,dawnbringer,7.7
manifest!,friends,5.2
mysterious phonk: the chronicles of spaceghostpurrp,spaceghostpurrp,8.0
one day i'm going to soar,dexys,6.7
salton sea,tomas barfod,7.2
composed,jherek bischoff,7.1
cauldron of the wild,witch mountain,7.8
there's no leaving now,the tallest man on earth,7.1
freak puke,melvins,6.7
traps,jaill,6.8
in our heads,hot chip,8.0
synthetica,metric,7.0
do things,dent may,6.6
love me oh please love me ep,bullion,6.8
ursprung,ursprung,6.0
1991 ep,azealia banks,7.7
umskiptar,burzum,3.3
bat chain puller,captain beefheart,8.2
dub egg,the young,6.3
blood speaks,smoke fairies,7.2
quarantine,laurel halo,8.0
lex hives,the hives,4.8
a painting of a painting on fire,ryan monroe,6.1
hope in dirt city,cadence weapon,6.0
radlands,mystery jets,5.4
banga,patti smith,7.1
the stoned immaculate,curren$y,7.1
endless flowers,crocodiles,6.5
aimlessness,dntel,5.0
lp,d'eon,6.4
>>,beak>,7.3
control system,ab-soul,8.1
reverberations: tape & electronic music 1961-1970,pauline oliveros,9.0
taranta,mina tindle,6.1
wixiw,liars,7.8
a joyful noise,gossip,5.9
odd renditions vol. 001 ep,oddisee,6.8
lillie: f-65,saint vitus,8.0
trust ep,airbird,6.1
among the leaves,sun kil moon,6.8
here comes everybody,the wake,8.2
embracing the lightless depths,aldebaran,8.0
